StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/03/2019 02:15:00 AM,2614377,42.79,42.85
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 01:58:00 AM,3618652,43.84,45.98
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 01:59:00 AM,3618653,43.83,46.00
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:00:00 AM,3618654,43.83,46.05
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:01:00 AM,3618655,43.83,46.09
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:02:00 AM,3618656,43.82,46.15
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:48:00 AM,3589142,46.13,43.78
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:49:00 AM,3589143,46.13,43.72
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:50:00 AM,3589144,46.10,43.65
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:51:00 AM,3589145,46.09,43.57
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:52:00 AM,3589146,46.09,43.51
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:53:00 AM,3589147,46.09,43.43
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:54:00 AM,3589148,46.08,43.33
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:55:00 AM,3589149,46.05,43.23
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:56:00 AM,3589150,46.04,43.17
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:57:00 AM,3589151,46.04,43.15
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:58:00 AM,3589152,46.04,43.13
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 01:59:00 AM,3589153,46.04,43.13
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:00:00 AM,3589154,46.01,43.19
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:01:00 AM,3589155,46.00,43.24
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:02:00 AM,3589156,46.00,43.31
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 01:56:00 AM,2507178,47.41,47.41
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 01:57:00 AM,2507179,47.40,47.40
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 01:58:00 AM,2507180,47.41,47.41
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 01:59:00 AM,2507181,47.40,47.40
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:00:00 AM,2507182,47.39,47.39
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:01:00 AM,2507183,47.39,47.39
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:02:00 AM,2507184,47.38,47.38
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:03:00 AM,2507185,47.36,47.36
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:04:00 AM,2507186,47.34,47.34
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:05:00 AM,2507187,47.32,47.32
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:06:00 AM,2507188,47.30,47.30
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:07:00 AM,2507189,47.29,47.29
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:08:00 AM,2507190,47.27,47.27
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:09:00 AM,2507191,47.26,47.26
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 02:10:00 AM,2507192,47.25,47.25
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:06:00 AM,517708,35.35,39.08
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:07:00 AM,517709,35.35,39.11
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:08:00 AM,517710,35.35,39.12
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:09:00 AM,517711,35.35,39.07
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:10:00 AM,517712,35.38,39.07
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:11:00 AM,517713,35.39,39.04
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:12:00 AM,517714,35.39,39.06
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:13:00 AM,517715,35.39,39.09
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:14:00 AM,517716,35.40,39.09
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:15:00 AM,517717,35.41,39.12
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:16:00 AM,517718,35.43,39.13
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:17:00 AM,517719,35.43,39.13
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:18:00 AM,517720,35.43,39.13
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:19:00 AM,517721,35.43,39.12
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 02:20:00 AM,517722,35.44,39.09
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:16:00 AM,2612878,42.20,44.54
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:17:00 AM,2612879,42.18,44.56
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:18:00 AM,2612880,42.18,44.63
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:19:00 AM,2612881,42.16,44.67
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:20:00 AM,2612882,42.15,44.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:21:00 AM,2612883,42.14,44.60
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:22:00 AM,2612884,42.14,44.59
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:23:00 AM,2612885,42.13,44.57
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:24:00 AM,2612886,42.11,44.61
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:25:00 AM,2612887,42.10,44.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:26:00 AM,2612888,42.08,44.61
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:27:00 AM,2612889,42.07,44.64
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:28:00 AM,2612890,42.06,44.61
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:29:00 AM,2612891,42.06,44.61
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 02:30:00 AM,2612892,42.05,44.58
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:16:00 AM,3565607,43.92,50.01
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:17:00 AM,3565608,43.91,49.94
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:18:00 AM,3565609,43.90,49.98
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:19:00 AM,3565610,43.90,49.98
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:20:00 AM,3565611,43.89,49.99
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:21:00 AM,3565612,43.88,49.94
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:22:00 AM,3565613,43.87,49.92
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:23:00 AM,3565614,43.86,49.68
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:24:00 AM,3565615,43.86,49.71
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:25:00 AM,3565616,43.85,49.76
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:26:00 AM,3565617,43.84,49.82
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:27:00 AM,3565618,43.82,49.84
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:28:00 AM,3565619,43.82,49.77
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:29:00 AM,3565620,43.82,49.71
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:30:00 AM,3565621,43.81,49.69
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:16:00 AM,3589170,45.89,43.39
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:17:00 AM,3589171,45.88,43.41
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:18:00 AM,3589172,45.86,43.43
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:19:00 AM,3589173,45.85,43.44
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:20:00 AM,3589174,45.85,43.43
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:21:00 AM,3589175,45.85,43.42
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:22:00 AM,3589176,45.84,43.44
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:23:00 AM,3589177,45.82,43.46
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:24:00 AM,3589178,45.81,43.40
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:25:00 AM,3589179,45.81,43.34
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:26:00 AM,3589180,45.81,43.35
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:27:00 AM,3589181,45.79,43.34
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:28:00 AM,3589182,45.77,43.37
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:29:00 AM,3589183,45.76,43.37
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:30:00 AM,3589184,45.76,43.41
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:18:00 AM,3652594,43.00,43.00
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:19:00 AM,3652595,42.99,42.99
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:20:00 AM,3652596,42.98,42.98
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:21:00 AM,3652597,42.99,42.99
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:22:00 AM,3652598,42.97,42.97
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:23:00 AM,3652599,42.95,42.95
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:19:00 PM,3653315,55.73,55.73
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 04:57:00 PM,2508079,50.38,50.38
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 06:20:00 PM,518682,31.41,31.06
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 07:19:00 PM,2508221,50.04,50.04
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 07:40:00 PM,3653636,48.73,48.73
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 07:40:00 PM,518762,31.38,33.19
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 07:42:00 PM,518764,31.39,33.23
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 07:34:00 PM,3659623,52.71,48.34
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 07:32:00 PM,3619706,51.43,51.08
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 07:28:00 PM,3590202,50.74,49.21
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 07:42:00 PM,2613924,48.36,49.15
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 07:46:00 PM,2508248,49.92,49.92
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 07:48:00 PM,2508250,49.90,49.90
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:37:00 PM,3566648,49.14,53.89
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:44:00 PM,3566655,49.05,53.92
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:50:00 PM,3566661,48.98,53.69
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 07:37:00 PM,3619711,51.31,50.95
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 07:40:00 PM,3619714,51.23,50.82
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 07:50:00 PM,3619724,51.01,50.74
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 07:41:00 PM,3659630,52.54,48.19
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 07:57:00 PM,2613939,48.19,49.20
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 07:59:00 PM,2613941,48.16,49.19
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 07:49:00 PM,518771,31.42,33.37
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 07:55:00 PM,518777,31.43,33.54
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:46:00 PM,3566657,49.02,53.86
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:53:00 PM,3566664,48.94,53.63
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 07:51:00 PM,3653647,48.57,48.57
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 07:46:00 PM,3590220,50.55,48.69
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 07:50:00 PM,3590224,50.51,48.67
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 07:52:00 PM,3590226,50.47,48.60
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:00:00 PM,3590234,50.39,48.43
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 07:56:00 PM,3619730,50.89,50.86
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 07:48:00 PM,3659637,52.37,48.11
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 07:57:00 PM,3659646,52.15,47.84
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:02:00 PM,2508264,49.83,49.83
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:04:00 PM,2613946,48.12,49.31
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:09:00 PM,2613951,48.08,49.35
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:09:00 PM,3653665,48.35,48.35
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 07:59:00 PM,3566670,48.89,53.55
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:05:00 PM,3566676,48.83,53.79
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:06:00 PM,3590240,50.34,48.27
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:02:00 PM,3619736,50.76,50.95
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:04:00 PM,3659653,51.99,47.75
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:08:00 PM,3659657,51.90,47.90
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:12:00 PM,3653668,48.31,48.31
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:14:00 PM,2613956,48.04,49.23
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:15:00 PM,2508277,49.78,49.78
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:19:00 PM,2613961,47.99,49.08
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:16:00 PM,3566687,48.72,53.72
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:18:00 PM,3659667,51.70,47.66
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:11:00 PM,3619745,50.58,50.58
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:13:00 PM,3590247,50.27,48.11
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:18:00 PM,2508280,49.76,49.76
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:16:00 PM,2613958,48.02,49.12
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:29:00 PM,2613971,47.87,49.32
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:27:00 PM,3653683,48.17,48.17
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:27:00 PM,3659676,51.49,47.27
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:25:00 PM,3566696,48.63,53.49
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:18:00 PM,3619752,50.41,50.22
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:26:00 PM,3619760,50.28,50.11
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:31:00 PM,3619765,50.17,50.00
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:32:00 PM,2613974,47.83,49.08
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 08:27:00 PM,518809,31.54,34.48
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 08:36:00 PM,518818,31.59,34.64
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:30:00 PM,3653686,48.14,48.14
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:32:00 PM,3653688,48.11,48.11
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:37:00 PM,3653693,48.04,48.04
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:40:00 PM,3653696,48.01,48.01
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:33:00 PM,3566704,48.55,53.69
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:40:00 PM,3566711,48.44,53.73
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:36:00 PM,3619770,50.09,49.96
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:28:00 PM,2508290,49.71,49.71
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:37:00 PM,2508299,49.64,49.64
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:33:00 PM,3659682,51.36,47.09
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:36:00 PM,3659685,51.30,47.06
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:41:00 PM,3659690,51.19,47.03
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:28:00 PM,3590262,50.10,48.05
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:36:00 PM,3590270,50.02,48.24
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:44:00 PM,2613986,47.71,48.74
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:50:00 PM,2613992,47.63,48.70
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:45:00 PM,3653701,47.94,47.94
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:48:00 PM,3653704,47.90,47.90
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 08:39:00 PM,3659688,51.23,47.03
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),11/02/2019 08:50:00 PM,2508312,49.52,49.52
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:38:00 PM,3566709,48.48,53.64
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:43:00 PM,3566714,48.41,53.59
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:37:00 PM,3590271,50.02,48.27
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:44:00 PM,3590278,49.94,48.43
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 08:46:00 PM,518828,31.64,34.75
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:39:00 PM,3619773,50.05,49.87
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:46:00 PM,3619780,49.91,49.71
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 08:48:00 PM,3619782,49.88,49.61
AlbroPlaceAirportWay,POINT (-122.314114 47.547426),11/02/2019 08:52:00 PM,518834,31.67,35.03
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),11/02/2019 08:53:00 PM,2613995,47.62,48.94
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:51:00 PM,3653707,47.87,47.87
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:53:00 PM,3653709,47.85,47.85
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 08:56:00 PM,3653712,47.83,47.83
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:50:00 PM,3590284,49.89,48.23
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:52:00 PM,3590286,49.86,48.14
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 08:59:00 PM,3590293,49.81,48.20
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:48:00 PM,3566719,48.36,53.51
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 08:49:00 PM,3566720,48.35,53.52
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),11/02/2019 02:20:00 PM,3653316,55.66,55.66
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:06:00 PM,3659295,59.04,56.48
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:07:00 PM,3659296,59.05,56.52
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:08:00 PM,3659297,59.07,56.56
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:09:00 PM,3659298,59.09,56.60
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:10:00 PM,3659299,59.11,56.51
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:11:00 PM,3659300,59.13,56.44
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:12:00 PM,3659301,59.15,56.20
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:13:00 PM,3659302,59.18,56.13
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:14:00 PM,3659303,59.21,56.00
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:15:00 PM,3659304,59.23,55.99
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:16:00 PM,3659305,59.25,55.91
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:17:00 PM,3659306,59.26,55.78
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:18:00 PM,3659307,59.28,55.80
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:19:00 PM,3659308,59.29,55.90
NE45StViaduct,POINT (-122.301929 47.66127),11/02/2019 02:20:00 PM,3659309,59.31,56.00
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:06:00 PM,3566317,49.02,52.14
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:07:00 PM,3566318,49.03,52.11
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:08:00 PM,3566319,49.03,51.98
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:09:00 PM,3566320,49.03,51.94
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:10:00 PM,3566321,49.04,51.96
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:11:00 PM,3566322,49.05,51.94
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:12:00 PM,3566323,49.06,51.99
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:13:00 PM,3566324,49.06,52.07
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:14:00 PM,3566325,49.07,52.17
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:15:00 PM,3566326,49.07,52.08
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:16:00 PM,3566327,49.07,51.96
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:17:00 PM,3566328,49.08,51.91
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:18:00 PM,3566329,49.08,52.00
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:19:00 PM,3566330,49.09,52.10
SpokaneSwingBridge,POINT (-122.351743 47.571389),11/02/2019 02:20:00 PM,3566331,49.09,52.22
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:06:00 PM,3589880,52.48,55.24
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:07:00 PM,3589881,52.52,55.11
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:08:00 PM,3589882,52.56,55.10
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:09:00 PM,3589883,52.60,55.09
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:10:00 PM,3589884,52.64,55.09
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:11:00 PM,3589885,52.68,54.99
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:12:00 PM,3589886,52.73,54.82
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:13:00 PM,3589887,52.76,54.78
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:14:00 PM,3589888,52.80,54.90
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:15:00 PM,3589889,52.84,54.92
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:16:00 PM,3589890,52.87,54.94
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:17:00 PM,3589891,52.91,55.01
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:18:00 PM,3589892,52.94,54.93
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:19:00 PM,3589893,52.97,54.88
AuroraBridge,POINT (-122.347278 47.643174),11/02/2019 02:20:00 PM,3589894,53.01,54.89
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:06:00 PM,3619380,61.68,57.20
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:07:00 PM,3619381,61.67,57.11
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:08:00 PM,3619382,61.67,57.23
MagnoliaBridge,POINT (-122.387341 47.633454),11/02/2019 02:09:00 PM,3619383,61.68,57.46
